carat,cut,color,clarity,depth,table,x,y,z,price
0.7,Ideal,J,SI2,61.6,57.0,5.68,5.65,3.49,1826
0.53,Very Good,G,VVS2,62.2,54.0,5.19,5.23,3.23,1827
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
0.65,Very Good,G,SI1,62.0,58.0,5.5,5.58,3.43,1828
0.52,Very Good,D,VS2,63.5,57.0,5.13,5.08,3.24,1828
0.65,Premium,E,SI1,60.5,59.0,5.61,5.49,3.36,1828
0.53,Very Good,E,VS1,61.9,59.0,5.16,5.21,3.21,1830
0.55,Very Good,E,VS2,61.0,59.0,5.31,5.34,2.25,1831
0.72,Ideal,J,SI1,62.7,56.0,5.67,5.75,3.58,1832
0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,1832
0.55,Premium,F,VS1,60.3,58.0,5.32,5.29,3.2,1832
0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,1833
0.51,Premium,G,VS1,59.6,58.0,5.22,5.21,3.11,1833
0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1834
0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,1834
0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1836
0.6,Very Good,E,SI1,63.2,56.0,5.38,5.32,3.38,1836
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1836
0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,1838
0.5,Very Good,G,VVS2,62.9,57.0,5.04,5.11,3.19,1838
0.5,Ideal,G,VVS2,62.3,56.0,5.05,5.09,3.16,1838
0.5,Ideal,F,VS1,62.5,57.0,5.09,5.06,3.17,1838
0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11,1840
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1840
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1841
0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,1841
0.54,Ideal,D,VS2,61.2,56.0,5.23,5.29,3.22,1842
0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,1842
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1842
0.7,Ideal,J,VS2,61.6,56.0,5.65,5.71,3.5,1843
0.7,Premium,J,VVS2,61.9,58.0,5.67,5.73,3.53,1843
0.51,Ideal,G,VVS2,62.1,58.0,5.09,5.12,3.17,1844
0.58,Good,E,SI1,61.0,62.0,5.36,5.33,3.26,1844
0.7,Premium,J,SI1,62.8,59.0,5.65,5.6,3.53,1844
0.51,Ideal,D,VS1,60.9,57.0,5.2,5.17,3.16,1845
0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,394
0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,394
0.3,Very Good,I,SI1,61.6,59.0,4.29,4.34,2.66,394
0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394
0.3,Good,J,VS1,63.5,58.0,4.24,4.27,2.7,394
0.3,Premium,G,SI2,62.3,59.0,4.25,4.29,2.66,394
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,394
0.3,Good,J,VS1,63.4,57.0,4.23,4.26,2.69,394
0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,395
0.24,Very Good,I,VS1,61.8,56.0,3.98,4.01,2.46,397
0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,530
0.23,Very Good,E,VVS2,60.0,56.0,4.03,4.07,2.43,530
0.23,Very Good,D,VVS2,61.0,59.0,3.95,3.98,2.42,530
0.23,Very Good,D,VVS2,62.2,58.0,3.94,3.97,2.46,530
0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530
0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530
0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,530
0.23,Very Good,E,VVS1,62.1,58.0,3.9,3.93,2.43,530
0.5,Premium,D,VS2,61.4,59.0,5.15,5.11,3.15,1845
0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,1845
0.5,Ideal,D,VS2,61.9,57.0,5.09,5.06,3.14,1845
0.56,Ideal,D,VS2,62.7,57.0,5.28,5.25,3.3,1846
0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11,1846
0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,1846
0.54,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,1847
0.54,Ideal,G,VS1,61.8,54.0,5.24,5.22,3.23,1847
0.54,Ideal,E,VS2,61.9,55.0,5.24,5.2,3.23,1847
0.54,Ideal,E,VS2,60.8,57.0,5.29,5.24,3.2,1847
0.54,Ideal,E,VS2,61.9,57.0,5.23,5.2,3.23,1847
0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17,1848
0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25,1848
0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,1851
0.72,Ideal,J,SI1,61.7,56.0,5.77,5.81,3.57,1853
0.7,Very Good,I,SI1,61.6,63.0,5.68,5.59,3.47,1856
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1857
0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,1857
0.53,Ideal,D,VS2,62.6,56.0,5.14,5.18,3.23,1857
0.64,Ideal,E,SI1,62.7,57.0,5.54,5.47,3.45,1859
0.6,Ideal,G,VS2,60.4,57.0,5.49,5.51,3.32,1861
0.57,Ideal,D,VS2,62.1,56.0,5.29,5.34,3.3,1864
0.72,Ideal,J,SI1,61.9,54.0,5.76,5.8,3.58,1864
0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,1865
0.7,Good,H,SI1,64.2,58.0,5.62,5.59,3.6,1865
0.6,Ideal,F,VS2,62.1,57.0,5.39,5.37,3.34,1866
0.7,Very Good,I,VS2,63.0,60.0,5.59,5.62,3.53,1867
0.44,Ideal,E,VVS1,61.4,55.0,4.92,4.95,3.03,1868
0.58,Premium,F,VS2,62.4,55.0,5.38,5.36,3.35,1869
0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,1869
0.58,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,1872
0.52,Ideal,F,VS1,61.6,56.0,5.2,5.16,3.18,1872
0.52,Very Good,E,VS1,59.1,58.0,5.31,5.38,3.16,1875
0.71,Very Good,I,SI2,63.7,57.0,5.64,5.67,3.6,1875
0.51,Good,G,VVS2,63.1,58.0,5.07,5.11,3.21,1875
0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,1875
0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,1875
0.7,Premium,G,SI2,61.0,58.0,5.75,5.72,3.5,1875
0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,1875
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1876
0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,1877
0.61,Very Good,H,VVS2,62.8,58.0,5.4,5.42,3.4,1877
0.7,Good,F,SI1,64.3,62.0,5.55,5.49,3.55,1878
0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
0.71,Good,J,VS1,63.3,55.0,5.62,5.66,3.57,1881
0.55,Ideal,F,VS1,62.0,55.0,5.26,5.29,3.27,1881
0.55,Premium,E,VS2,61.5,56.0,5.28,5.25,3.24,1881
0.51,Ideal,D,VS1,62.3,56.0,5.09,5.12,3.18,1882
0.67,Good,I,VVS2,58.9,51.0,5.74,5.78,3.4,1882
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882
0.51,Ideal,D,VS2,61.5,55.0,5.18,5.13,3.17,1882
0.23,Very Good,D,VVS1,63.3,58.0,3.9,3.93,2.48,530
0.23,Ideal,F,VVS2,62.3,56.0,3.95,4.01,2.48,530
0.31,Ideal,H,SI1,61.0,56.0,4.38,4.41,2.68,530
0.23,Very Good,E,VVS1,61.3,60.0,3.95,4.01,2.44,530
0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882
0.56,Premium,E,VS1,60.1,61.0,5.38,5.31,3.21,1882
0.59,Ideal,E,VS2,61.5,56.0,5.42,5.38,3.32,1883
0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884
0.57,Ideal,E,VS1,61.6,55.0,5.32,5.36,3.29,1884
0.59,Premium,H,VVS2,62.3,55.0,5.42,5.33,3.35,1886
0.52,Ideal,G,VS1,60.4,57.0,5.21,5.24,3.16,1887
0.7,Very Good,H,SI2,63.8,55.0,5.57,5.59,3.56,1890
0.7,Very Good,I,SI1,63.8,59.0,5.56,5.6,3.56,1890
0.7,Very Good,I,SI1,63.2,59.0,5.59,5.62,3.54,1890
0.5,Fair,E,VS1,55.3,65.0,5.35,5.31,2.95,1890
0.5,Ideal,E,VS2,60.4,56.0,5.15,5.21,3.13,1892
0.53,Ideal,G,VVS2,62.1,54.0,5.18,5.22,3.23,1893
0.7,Very Good,E,SI2,63.5,59.0,5.63,5.51,3.53,1894
0.6,Premium,D,SI1,60.4,60.0,5.44,5.48,3.3,1896
0.55,Ideal,F,VS1,61.5,56.0,5.26,5.3,3.25,1896
0.52,Ideal,G,VVS2,61.6,57.0,5.16,5.2,3.19,1897
0.6,Ideal,E,VS2,61.8,56.0,5.41,5.46,3.36,1897
0.67,Good,F,SI1,60.2,61.0,5.64,5.69,3.41,1897
0.46,Premium,D,VVS1,60.0,59.0,5.0,5.04,3.01,1898
0.71,Very Good,I,SI1,61.9,58.0,5.66,5.69,3.51,1898
0.58,Ideal,G,VS1,60.6,56.0,5.43,5.48,3.3,1899
0.57,Ideal,G,VS1,60.8,56.8,5.36,5.39,3.26,1899
0.72,Ideal,H,SI2,60.9,56.0,5.87,5.78,3.55,1901
0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
0.57,Very Good,F,VVS2,62.6,58.0,5.32,5.38,3.34,1902
0.57,Very Good,F,VVS2,63.2,56.0,5.28,5.32,3.35,1902
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1902
0.71,Good,G,SI2,58.2,64.0,5.82,5.77,3.37,1902
0.5,Very Good,G,VVS2,62.9,55.0,5.05,5.09,3.19,1904
0.53,Very Good,G,VVS1,60.3,54.0,5.29,5.33,3.2,1904
0.76,Premium,J,SI1,58.4,59.0,6.01,5.97,3.51,1904
0.64,Good,G,VS2,64.1,55.3,5.43,5.45,3.49,1906
0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14,1907
0.53,Ideal,F,VS1,62.2,55.0,5.22,5.17,3.23,1908
0.53,Ideal,F,VS1,62.0,55.0,5.2,5.15,3.21,1908
0.51,Ideal,E,VS2,60.1,57.0,5.23,5.19,3.13,1909
0.78,Ideal,H,SI2,62.6,56.0,5.88,5.81,3.66,1909
0.74,Very Good,F,SI2,63.1,58.0,5.76,5.72,3.62,1909
0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,1910
0.52,Ideal,G,VVS2,59.8,57.0,5.24,5.26,3.14,1911
0.52,Ideal,G,VVS2,61.0,56.0,5.18,5.24,3.18,1911
0.52,Very Good,G,VVS2,61.8,59.0,5.13,5.16,3.18,1911
0.61,Ideal,H,VVS2,60.2,57.0,5.53,5.47,3.31,1911
0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23,1912
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1913
0.48,Very Good,F,VVS1,62.3,55.0,5.02,5.05,3.13,1914
0.57,Ideal,D,VS2,62.5,57.0,5.28,5.31,3.31,1914
0.59,Very Good,G,VS1,57.4,63.0,5.54,5.58,3.19,1915
0.56,Ideal,F,VS1,61.7,56.0,5.28,5.32,3.27,1915
0.56,Premium,G,VS1,60.5,59.0,5.31,5.26,3.2,1915
0.59,Ideal,G,VS1,61.1,58.0,5.39,5.41,3.3,1916
0.81,Premium,J,SI1,61.4,60.0,5.98,5.94,3.66,1917
0.71,Premium,J,VS2,62.8,61.0,5.71,5.63,3.56,1917
0.66,Very Good,F,SI1,59.2,58.0,5.69,5.72,3.38,1918
0.68,Very Good,E,SI1,58.2,60.0,5.75,5.79,3.36,1918
0.55,Ideal,D,VS1,61.5,56.0,5.26,5.28,3.24,1918
0.52,Premium,D,VS2,60.6,56.0,5.25,5.22,3.17,1919
0.52,Ideal,D,VS2,61.6,55.0,5.2,5.15,3.19,1919
0.28,Very Good,D,VVS2,64.0,56.0,4.14,4.17,2.66,532
0.26,Very Good,E,VVS1,61.4,55.0,4.12,4.16,2.54,532
0.29,Ideal,G,VS1,61.9,55.0,4.25,4.28,2.64,532
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,532
0.24,Very Good,F,VVS2,58.0,60.0,4.09,4.12,2.38,533
0.32,Very Good,F,SI1,62.7,57.0,4.37,4.4,2.75,533
0.52,Ideal,D,VS2,61.5,56.0,5.19,5.15,3.18,1919
0.52,Ideal,D,VS2,62.3,54.0,5.19,5.14,3.22,1919
0.52,Ideal,D,VS2,62.2,56.0,5.16,5.13,3.2,1919
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1920
0.5,Premium,E,VS2,60.3,58.0,5.15,5.13,3.1,1920
0.63,Premium,H,VS1,62.9,60.0,5.45,5.33,3.39,1921
0.5,Ideal,H,VS2,62.3,55.0,5.09,5.12,3.18,1921
0.63,Premium,E,SI1,61.3,58.0,5.57,5.52,3.4,1921
0.53,Ideal,G,VS1,61.3,57.0,5.18,5.22,3.19,1922
0.71,Good,J,VS2,60.6,61.0,5.7,5.79,3.48,1922
0.5,Ideal,H,IF,61.0,56.0,5.15,5.17,3.15,1923
0.6,Ideal,F,VS2,58.6,60.0,5.54,5.62,3.27,1923
0.44,Ideal,E,VVS1,61.1,56.0,4.91,4.94,3.01,1924
0.64,Premium,E,VS2,61.6,62.0,5.48,5.46,3.37,1926
0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,1927
0.55,Premium,D,VS2,61.3,60.0,5.28,5.29,3.24,1928
0.51,Premium,E,VS1,61.9,58.0,5.15,5.1,3.17,1928
0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1928
0.57,Ideal,H,VVS1,61.8,55.0,5.33,5.38,3.31,1929
0.56,Ideal,E,VS1,61.3,55.0,5.29,5.32,3.25,1930
0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932
0.63,Ideal,F,SI1,59.9,59.0,5.59,5.63,3.36,1932
1.0,Premium,H,I1,60.4,61.0,6.39,6.32,3.84,1932
0.62,Premium,G,VS1,59.8,58.0,5.55,5.58,3.33,1933
0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935
0.5,Ideal,G,VVS2,61.2,56.0,5.13,5.1,3.13,1935
0.66,Ideal,H,SI1,61.6,55.0,5.63,5.66,3.48,1936
0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937
0.54,Good,D,VS1,63.2,56.0,5.21,5.23,3.3,1939
0.53,Ideal,F,VS1,60.8,55.0,5.26,5.3,3.21,1939
0.54,Ideal,D,VS2,61.2,56.0,5.29,5.23,3.22,1939
0.7,Very Good,F,SI2,60.9,58.0,5.7,5.77,3.49,1940
0.71,Ideal,J,SI1,61.4,56.0,5.75,5.78,3.54,1940
0.57,Very Good,E,VS1,62.9,56.0,5.31,5.35,3.35,1942
0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
0.53,Ideal,F,VVS2,62.3,56.0,5.2,5.24,3.25,1943
0.54,Fair,F,SI1,64.8,59.0,5.11,5.05,3.29,1944
0.54,Very Good,F,SI1,63.5,58.0,5.21,5.15,3.29,1944
0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,1944
0.75,Fair,J,VS2,59.1,66.0,5.99,5.82,3.49,1944
0.72,Premium,J,VS2,60.2,59.0,5.85,5.81,3.51,1944
0.53,Premium,E,VS2,59.9,61.0,5.3,5.25,3.16,1946
0.46,Premium,D,VVS1,60.0,59.0,5.04,5.0,3.01,1947
0.59,Very Good,D,VS2,63.2,57.0,5.28,5.32,3.35,1948
0.53,Ideal,G,VVS2,61.7,56.0,5.2,5.23,3.22,1948
0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
0.58,Premium,G,SI1,62.4,60.0,5.34,5.3,3.32,1949
0.57,Ideal,F,VS1,61.9,56.0,5.3,5.39,3.31,1949
0.7,Fair,G,SI1,66.0,53.0,5.53,5.47,3.63,1949
0.56,Ideal,H,VS1,61.6,56.0,5.31,5.34,3.28,1949
0.57,Ideal,G,VS1,62.0,55.0,5.35,5.29,3.3,1949
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1952
0.73,Very Good,J,VS2,60.6,61.0,5.77,5.81,3.51,1952
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,1952
0.71,Premium,I,VS2,60.0,58.0,5.79,5.85,3.49,1952
0.53,Ideal,D,VS1,61.3,56.0,5.21,5.23,3.2,1952
0.7,Premium,J,VS1,59.6,62.0,5.77,5.7,3.42,1953
1.0,Fair,G,I1,67.3,57.0,6.26,6.12,4.18,1954
0.46,Ideal,E,VVS1,62.5,53.0,4.95,5.0,3.11,1955
0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2,1956
0.53,Ideal,D,VS2,62.3,56.0,5.17,5.14,3.21,1956
0.53,Ideal,E,VS2,62.0,56.0,5.29,5.2,3.25,1956
0.52,Ideal,G,VVS2,61.6,55.0,5.14,5.18,3.19,1957
0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
0.54,Ideal,G,VS1,61.0,57.0,5.25,5.28,3.21,1957
0.53,Ideal,G,VVS1,62.1,56.0,5.19,5.21,3.23,1958
0.51,Very Good,D,VS1,62.2,59.0,5.1,5.13,3.18,1959
0.25,Ideal,F,VS2,61.6,55.0,4.06,4.08,2.51,535
0.25,Ideal,F,VS2,62.9,55.0,4.01,4.05,2.53,535
0.31,Ideal,I,VVS1,61.2,55.6,4.33,4.38,2.67,536
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,536
0.23,Ideal,G,IF,61.7,55.0,3.94,3.98,2.44,536
0.34,Premium,H,SI2,58.6,62.0,4.62,4.6,2.7,536
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1960
0.71,Premium,H,SI2,61.5,57.0,5.76,5.69,3.52,1960
0.71,Good,G,SI2,63.8,56.0,5.65,5.6,3.59,1960
0.58,Ideal,H,VVS1,62.4,55.0,5.32,5.36,3.33,1961
0.56,Ideal,D,VS2,61.4,57.0,5.32,5.36,3.28,1963
0.56,Ideal,D,VS2,60.9,56.0,5.31,5.36,3.25,1963
0.56,Ideal,D,VS2,61.4,55.0,5.33,5.35,3.28,1963
0.56,Very Good,D,VS2,62.8,57.0,5.25,5.29,3.31,1963
0.51,Ideal,G,VVS1,61.4,56.0,5.14,5.15,3.16,1963
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,1965
0.5,Good,G,VVS1,60.0,62.0,5.12,5.18,3.09,1966
0.7,Premium,F,SI2,58.4,61.0,5.86,5.79,3.4,1966
0.64,Very Good,D,SI1,62.2,55.0,5.51,5.55,3.44,1967
0.64,Ideal,D,SI1,62.1,56.0,5.5,5.55,3.43,1967
0.64,Very Good,D,SI1,62.3,58.0,5.49,5.53,3.43,1969
0.52,Ideal,G,VVS1,61.0,57.0,5.18,5.2,3.17,1969
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
0.72,Very Good,H,SI2,62.6,53.0,5.75,5.78,3.61,1970
0.72,Very Good,H,SI2,62.9,57.0,5.64,5.68,3.56,1970
0.61,Very Good,F,VS2,62.9,58.0,5.33,5.39,3.37,1971
0.7,Very Good,I,VS1,62.4,58.0,5.62,5.67,3.52,1971
0.7,Ideal,J,VS2,61.5,57.0,5.7,5.74,3.52,1971
0.71,Very Good,H,SI2,63.7,56.0,5.62,5.65,3.59,1972
0.51,Premium,G,VVS2,59.1,59.0,5.21,5.18,3.07,1974
0.51,Ideal,G,VVS2,61.2,55.0,5.18,5.15,3.16,1974
0.51,Ideal,G,VVS2,61.1,56.0,5.19,5.15,3.16,1974
0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,1974
0.51,Ideal,G,VVS2,62.6,57.0,5.12,5.1,3.2,1974
0.51,Premium,G,VVS2,61.7,58.0,5.14,5.11,3.16,1974
0.7,Fair,F,SI1,65.3,54.0,5.58,5.54,3.63,1974
0.55,Ideal,E,VS1,61.1,55.0,5.3,5.33,3.25,1975
0.51,Ideal,G,VVS2,62.7,55.0,5.08,5.1,3.19,1976
0.51,Premium,D,VS2,60.1,59.0,5.19,5.16,3.11,1977
0.74,Very Good,J,VS2,62.3,55.0,5.79,5.83,3.62,1978
0.5,Fair,D,VVS2,67.6,57.0,4.95,4.84,3.31,1980
0.55,Ideal,G,VVS2,62.0,56.0,5.26,5.28,3.27,1981
0.54,Ideal,G,VVS2,61.9,57.0,5.22,5.25,3.24,1981
0.66,Ideal,D,VS2,61.8,56.0,5.6,5.57,3.45,1981
0.57,Ideal,D,VS2,61.8,55.0,5.32,5.34,3.29,1981
0.7,Fair,H,VS2,64.9,56.0,5.49,5.51,3.57,1981
0.74,Fair,J,VS1,58.8,68.0,5.91,5.8,3.44,1982
0.58,Ideal,E,VS2,61.6,55.0,5.38,5.33,3.3,1984
0.54,Ideal,G,VVS2,61.4,55.0,5.22,5.3,3.23,1985
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,1985
0.73,Very Good,G,SI2,62.6,56.0,5.77,5.79,3.62,1986
0.46,Ideal,G,IF,61.7,56.0,4.97,5.01,3.08,1987
0.5,Premium,F,VVS2,62.7,56.0,5.08,5.03,3.17,1987
0.54,Very Good,D,VS1,59.9,57.0,5.38,5.3,3.2,1988
0.7,Good,F,SI1,63.5,59.0,5.58,5.64,3.56,1988
0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
0.58,Premium,G,VVS2,59.7,59.0,5.4,5.45,3.24,1990
0.56,Ideal,D,VS2,61.2,56.0,5.31,5.38,3.27,1991
0.55,Ideal,G,VS1,60.9,55.0,5.34,5.37,3.26,1991
0.63,Ideal,D,SI1,62.0,56.0,5.55,5.48,3.42,1992
0.54,Premium,D,VS2,61.1,55.0,5.37,5.24,3.24,1993
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1993
0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993
0.54,Premium,D,VS2,61.7,58.0,5.24,5.16,3.21,1993
0.54,Premium,D,VS1,61.1,58.0,5.24,5.3,3.22,1994
0.59,Ideal,E,SI1,61.6,55.0,5.41,5.43,3.34,1994
0.6,Premium,D,SI1,60.4,60.0,5.48,5.44,3.3,1996
0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,1996
0.51,Ideal,F,VVS2,61.9,56.0,5.13,5.15,3.18,1998
0.79,Premium,H,SI2,61.6,58.0,5.98,5.94,3.67,1998
0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1998
0.7,Very Good,H,SI2,61.5,63.0,5.63,5.59,3.45,1999
0.7,Good,H,SI2,63.6,54.0,5.67,5.62,3.59,1999
0.56,Premium,G,VS1,61.0,60.0,5.39,5.32,3.27,1999
0.3,Fair,D,SI2,64.6,54.0,4.29,4.25,2.76,536
0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,537
0.31,Premium,I,SI1,60.1,59.0,4.41,4.38,2.64,537
0.31,Premium,D,SI1,58.5,59.0,4.49,4.44,2.61,537
0.34,Ideal,H,VS2,61.7,57.0,4.46,4.48,2.76,537
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,537
0.71,Ideal,J,SI1,60.7,61.0,5.72,5.77,3.49,2001
0.77,Premium,J,VS1,62.2,61.0,5.85,5.82,3.63,2005
0.71,Ideal,H,SI1,60.8,57.0,5.77,5.81,3.52,2006
0.72,Ideal,J,VS1,62.7,57.0,5.71,5.74,3.59,2006
0.7,Good,I,VS2,63.6,58.0,5.57,5.59,3.55,2010
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2010
0.7,Premium,H,VS2,61.7,59.0,5.66,5.68,3.5,2010
0.7,Ideal,F,SI2,62.6,53.0,5.72,5.69,3.57,2011
0.52,Premium,G,VVS2,61.5,62.0,5.17,5.14,3.17,2012
0.52,Ideal,G,VVS2,61.8,57.0,5.19,5.14,3.19,2012
0.52,Ideal,G,VVS2,61.5,56.0,5.2,5.18,3.19,2012
0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.14,3.18,2012
0.56,Premium,F,SI1,62.7,59.0,5.27,5.22,3.29,2016
0.56,Ideal,F,VS1,61.7,54.0,5.34,5.3,3.28,2016
0.56,Ideal,F,VS1,61.9,55.0,5.36,5.32,3.3,2016
0.5,Ideal,F,VVS2,59.9,58.0,5.14,5.17,3.09,2016
0.56,Ideal,F,VS1,61.7,54.0,5.32,5.28,3.27,2016
0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,2016
0.5,Ideal,F,VVS2,62.0,56.0,5.08,5.05,3.14,2016
0.7,Very Good,H,SI1,59.2,59.0,5.79,5.86,3.45,2018
0.53,Ideal,E,VS1,61.6,55.6,5.19,5.24,3.22,2019
0.7,Premium,H,SI1,62.2,59.0,5.7,5.65,3.53,2020
0.59,Very Good,E,VS1,60.0,56.0,5.46,5.5,3.29,2021
0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.2,2021
0.7,Very Good,I,VS2,60.7,59.0,5.75,5.79,3.5,2025
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2025
0.55,Ideal,G,VS1,62.2,54.3,5.24,5.27,3.27,2025
0.51,Ideal,F,VVS2,61.4,56.0,5.16,5.17,3.17,2025
0.76,Ideal,J,VS2,61.7,56.0,5.85,5.88,3.62,2026
0.56,Very Good,E,VS1,62.0,58.9,5.25,5.29,3.27,2027
0.51,Good,G,VVS1,63.9,57.0,5.08,5.06,3.24,2027
0.72,Very Good,J,VS2,62.2,58.0,5.68,5.73,3.55,2028
0.71,Premium,H,SI2,62.4,56.0,5.7,5.64,3.54,2028
0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,2030
0.55,Ideal,D,VS2,61.8,54.0,5.29,5.26,3.26,2030
0.81,Fair,F,SI2,65.7,57.0,5.8,5.75,3.79,2031
0.56,Premium,E,VS1,62.6,58.0,5.28,5.23,3.29,2032
0.82,Good,J,SI1,57.4,59.0,6.19,6.25,3.57,2033
0.7,Good,I,SI1,63.6,61.0,5.59,5.63,3.57,2034
0.5,Ideal,E,VS1,61.1,58.0,5.12,5.08,3.11,2034
0.78,Good,J,SI1,58.0,62.0,6.01,6.05,3.5,2035
0.71,Very Good,F,SI2,63.3,56.0,5.68,5.73,3.61,2036
0.73,Premium,J,VS1,61.3,61.0,5.83,5.78,3.56,2037
0.7,Very Good,F,SI2,59.6,61.0,5.8,5.88,3.48,2039
0.57,Ideal,G,VVS2,61.9,56.0,5.29,5.3,3.28,2039
0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21,2039
0.56,Very Good,E,VVS2,62.1,58.0,5.27,5.33,3.3,2040
0.71,Premium,F,SI2,62.2,57.0,5.66,5.6,3.5,2040
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2041
0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22,2041
